,知乎名称,个人介绍,性别,是否为知乎会员,粉丝数,知乎回答数
10103,AWhitecloud,设计,不详,非会员,6,2
10123,Hdvo,吃瓜群众,男,非会员,6,3
10182,Candysky,,女,非会员,6,14
10208,朱震涛,,男,非会员,6,4
10234,滕滕滕哥,修电脑的学生,不详,非会员,6,42
10275,笙笙,网友,女,非会员,6,47
10279,开心,快乐,女,非会员,6,12
10389,Shadow,,不详,非会员,6,10
10395,陈晨,读书丶行路丶阅人丶求师,男,非会员,6,0
10447,神爱写,非著名小说/编程/互联网安全 爱好者,男,会员,6,25
10484,致东,,不详,非会员,6,35
10517,易局,,女,非会员,6,10
10537,红一叶,hello new world~,男,非会员,6,29
10696,Rt天堂,,不详,非会员,6,6
10718,fffff,学生,女,非会员,6,6
10774,忘居,,女,非会员,6,1
10792,Thomas,格物,男,非会员,6,5
10971,巫马靖易,,男,非会员,6,10
98,隋与午烨,体育/音乐/美术/诗歌,男,非会员,5,5
170,一男,时而狂热，时而孤独，时而振奋，时而颓靡,男,非会员,5,29
185,蒙蒙,文史 互联网,不详,非会员,5,5
190,xj wang,,男,会员,5,2
204,慕容婉卿,有话直说，勇往直前。,男,非会员,5,14
219,hi hi,,不详,非会员,5,7
226,清明,学生,不详,非会员,5,6
331,还四幻,,男,非会员,5,4
410,luvfier,大学生,不详,非会员,5,8
470,marc,,不详,非会员,5,0
513,Uki,工业设计学生,女,非会员,5,4
521,辛如梦,,男,非会员,5,4
710,暮色森林,哦哦,男,非会员,5,0
726,晒太阳,,不详,非会员,5,1
737,zhl,,男,非会员,5,3
738,钟大力,,女,非会员,5,1
781,TRAGEDY,突然发现我关注的都是美女耶。,男,非会员,5,1
832,牧之,白日梦想家,男,非会员,5,2
990,龙牙,创业,男,非会员,5,28
992,王晓宇,CRUD程序猿,男,非会员,5,8
993,酱油,,男,非会员,5,4
1011,圆点,C&#39;est  La  Via,女,非会员,5,0
1067,greyby,developer,不详,非会员,5,1
1094,Sqlmap,hack,不详,非会员,5,0
1103,墨染樱,幽冥楼阁的亡灵少女,男,非会员,5,42
1105,黑毒,一个学生╮(╯_╰)╭,男,非会员,5,9
1121,黄楚铧,,女,非会员,5,0
1158,嗯回令,三本学渣,不详,非会员,5,17
1229,王金石,励志做个幽默的的人  可惜跑偏成了个逗比！,男,非会员,5,38
1242,Arski,,男,非会员,5,0
1267,Connie,,不详,非会员,5,0
1279,伦巴第总督,切勿要求胜利，只应有一往无前的勇气,男,非会员,5,7
1286,Marshal,程序员，喜欢历史和军事,男,非会员,5,2
1301,佟大为什么丿,无fuck说丨无可奉告,不详,非会员,5,0
1443,我也不知起啥名,愿你出走半世，归来仍是年少，时光再多修行，也是增添铠甲,不详,非会员,5,4
1465,韩丘克,笙歌归院落。,男,会员,5,0
1542,敌人,我于人间无敌,男,非会员,5,32
1558,慧慧慧,,不详,非会员,5,0
1595,Dathat,信贷从业者,男,非会员,5,0
1598,执念,专业敲代码,男,非会员,5,0
1674,vommo,法学,女,非会员,5,3
1684,以梦为马,简单清晰明了,男,非会员,5,5
1731,Kay Tony,统计学、数学,男,非会员,5,0
1735,tong,,男,非会员,5,19
1796,破晓风笛手,法学,男,非会员,5,5
1821,JACK,微信：JackAI1688,不详,非会员,5,1
1830,那么美好,越来越好。,男,会员,5,4
1924,大乔我迷妹,,女,非会员,5,4
1935,奥弗拉西斯,,女,非会员,5,1
1954,Kendy,,女,非会员,5,2
1977,flag,学生,不详,非会员,5,8
1994,小轩喵灬,学生,不详,非会员,5,2
2000,之归,愿你开心，每天都开心,女,非会员,5,28
2039,张志明,糊涂中，看了又看,男,非会员,5,2
2072,月山少爷,大学生,不详,非会员,5,0
2088,酱油,合唱咸鱼,男,非会员,5,7
2103,冷冷雨,,男,非会员,5,6
2136,江智彬,吾王剑之所指，我等心之所向。,男,非会员,5,8
2177,LIAM WANG,刺密，AC米兰拥趸，手机控,男,非会员,5,15
2201,Jarvis,"埋骨何须桑梓地, 人生无处不青山.",男,非会员,5,9
2281,Faiwing Li,我没去过西雅图。,男,非会员,5,8
2397,范洋洋,巧笑倩兮 美目盼兮,女,非会员,5,41
2411,ElonMusk,,不详,非会员,5,29
2456,无知,"enfp好像往entp发展了
7w8",男,非会员,5,37
2550,卡夫卡的K先生,,不详,非会员,5,0
2585,吕小鹿,心理学初级学者,女,非会员,5,3
2610,卡尔是正太,`13,男,非会员,5,3
2650,张鹏飞,爱PPT,男,非会员,5,8
2658,陈居,人山人海工业设计／新硬件领域的设计服务商／,男,非会员,5,3
2675,白先生,社交电商领域创业者,男,非会员,5,9
2694,燊海,安安稳稳 踏踏实实,不详,非会员,5,0
2711,涵涵涵涵涵涵,学生,男,非会员,5,33
2728,断舍离,有能力爱自己，有余力爱别人.,女,非会员,5,2
2737,jiagj,,男,非会员,5,0
2849,晨宇,6666,男,非会员,5,58
2875,zhang,学生,女,非会员,5,29
2883,春观夜樱,财务,女,非会员,5,6
2912,亦泽,希音音乐作者,男,非会员,5,1
3027,微笑的鱼,学无止境，需努力！,男,非会员,5,1
3061,Godhadgone,广告小白,男,非会员,5,5
3100,我是 那谁,又是开开心心的一天啊,不详,非会员,5,5
3119,袁羽中,内向的孤独患者,男,非会员,5,11
3132,Hugh,(ง •̀_•́)ง,不详,非会员,5,21
3168,Alan,产品运营,不详,非会员,5,2
3199,于小酒,女票是要放到手心里宠的,男,非会员,5,7
3217,岁月是把美容刀,,男,非会员,5,2
3235,秋雨梧桐叶落时,金融民工,男,非会员,5,3
3315,九月,男神,男,非会员,5,0
3333,小邋遢,自律得自由,女,非会员,5,36
3480,AnsonWang,想做个生活家，只在无法生计的时候写写代码。,男,非会员,5,15
3649,Fyu-Neru,,不详,非会员,5,0
3732,许诺,学生,不详,非会员,5,5
3852,宁耀业,不输出价值观,男,非会员,5,67
3892,南柯一梦,,男,非会员,5,4
4011,叙人述己,路漫漫其修远兮，吾将上下而求索,男,非会员,5,2
4152,池青Seventeen,热爱电脑，热爱游戏，热爱nike。,男,非会员,5,39
4198,阿文,产品经理,不详,非会员,5,13
4297,whhema,一个小学生,男,会员,5,2
4412,小不点,在校学生,不详,非会员,5,0
4421,陌然浅笑,,女,非会员,5,7
4470,杨烨,喜欢互联网的小电工,男,非会员,5,19
4478,Hilings Zhang,,男,非会员,5,0
4527,鬼谷子王诩,"持枢谓春生夏长秋收冬藏天之正也
不可干而逆之逆之者虽成必败",不详,非会员,5,1
4533,柳希言,看什么看，一巴掌呼死你！,女,非会员,5,11
4581,六加一,广告学在读学生,不详,非会员,5,0
4618,大雄啦,,男,非会员,5,6
4703,godfreyren,工程师,男,非会员,5,15
4719,一介书生,今夜月色真美。,不详,非会员,5,29
4737,小一,做好自己,男,非会员,5,11
4747,夜夜夜,,不详,非会员,5,0
4756,lhhhq,设计爱好者,女,非会员,5,1
4762,刘君情,,男,非会员,5,0
4860,吞吴,诗画情思夜啖不辍，晨起练剑志在春秋,男,非会员,5,1
4931,诚心,,男,非会员,5,37
5030,nakasava,美剧,不详,非会员,5,0
5327,只手,一只颓废手残,不详,非会员,5,9
5391,苏轶白,经济系学生,女,非会员,5,0
5459,Ocean,nothing to say,男,非会员,5,0
5548,诗颜荨,爱学习 爱生活 爱读书,男,非会员,5,5
5621,邦允,,不详,非会员,5,0
5727,一只,,不详,非会员,5,1
5728,乐乐,学生,不详,非会员,5,6
5847,十大千,凡墙皆是门,男,非会员,5,1
5864,Micheal Ma,大学生,不详,非会员,5,41
5890,Eric,数控机床、自动化设备维护,不详,非会员,5,6
5908,江湖夜雨,GIS,不详,非会员,5,3
5968,Amos羅斯,,女,非会员,5,1
6013,徐萧炀,Haja bvb,不详,非会员,5,8
6087,Never Get,一位立志学机械但很菜的傻狗,男,非会员,5,12
6212,Eddy,RASIA已记录,不详,非会员,5,6
6242,屁股桃,宅女 腐女 路痴 精神分裂,女,非会员,5,0
6247,缠绵在雲澤的月,梦想是赚大钱/币圈/健身/欢迎扩列,不详,非会员,5,0
6300,c.k,,不详,非会员,5,27
6331,唐墨,学生,不详,非会员,5,24
6516,zhima,财经领域长工,男,非会员,5,4
6528,歌舞笙箫古道旁,一个心怀梦想的少年,不详,非会员,5,4
6545,灼灼其华,,不详,非会员,5,5
6597,萧凌,,男,非会员,5,0
6604,全听你的,,不详,非会员,5,6
6606,Jelian,高等学校学生,不详,非会员,5,1
6707,Jim Gordon,历史迷 军迷 政治迷,不详,非会员,5,10
6709,黄臻,爬梯子专业户,男,非会员,5,10
6728,Rinelle,财经，金融，天文，学生,女,非会员,5,3
6733,卿风雅靖,工艺员,女,非会员,5,10
6754,call,,男,非会员,5,2
6836,绿豆蛙,嘿嘿···,女,会员,5,5
6908,万年风雪,,男,非会员,5,7
6917,林皙尔,比较稀有的知乎小学生,女,非会员,5,6
7012,赵思源,不知道所以( ˙-˙ )❓,不详,非会员,5,35
7015,阿弥陀佛的唐小僧,金融行业创业者,不详,非会员,5,0
7132,圈圈圆圆圈圈,去冰的可乐没有灵魂,女,非会员,5,31
7147,ybtsdst,focus on lucene &amp; es,男,非会员,5,0
7353,岁月柔长,你真好看。,男,非会员,5,6
7382,随心,程序员,男,非会员,5,0
7488,我是波儿,互联网市场搬砖中,不详,非会员,5,6
7516,cxwu,,不详,非会员,5,0
7686,时崎狂三,百万后期,女,非会员,5,10
7735,通非洲想无,学生,不详,非会员,5,51
7746,蛇峰,说的好！我站美队,不详,非会员,5,8
7918,王睿捷,,男,非会员,5,7
7961,犬儒先生,,不详,非会员,5,30
8035,米米号,商业银行/产品部门/职场菜鸟,女,非会员,5,7
8141,简鹤,魏晋时代,不详,非会员,5,1
8157,Sparrow,学生,不详,非会员,5,2
8200,段卫南,python、java、web开发,男,非会员,5,1
8280,ALEXANDRINA,Student,女,非会员,5,11
8444,黄小志Scott,,男,非会员,5,8
8450,limitation,,男,非会员,5,12
8513,Zeus,学生,不详,非会员,5,1
8551,Grace,来这里，为了发现,女,非会员,5,1
8589,Miranda,即将高三毕业的母胎单身狗,女,非会员,5,12
8640,是弟中弟中弟啊,一句话就是个弟弟,男,非会员,5,93
8691,Z条1,瞎想真有趣,男,非会员,5,24
8725,南山上架98k,,男,非会员,5,9
8738,cdaz,,男,非会员,5,9
8791,夏泽业,加班程序员，游戏，游戏引擎。找工作。,不详,会员,5,12
8795,小栋子,,不详,非会员,5,1
8822,Renato,得到的都是恩赐，失去的才是人生...,男,非会员,5,13
8855,搬砖少年与狗,管理学在读,不详,非会员,5,3
8862,参商,想要做个吃货，偏爱舞笔弄墨的理工男,不详,非会员,5,32
8880,嘟嘟吧主,就是这个样子。。。,男,非会员,5,12
8926,FreeCoder,刚会爬的程序工匠助理,不详,非会员,5,0
8943,敏儿的大长裙,爱探讨人生的，爱做白日梦，爱建巴别塔的~,女,非会员,5,0
9027,键仙,生活容不下太多的多愁善感 只得伴一壶浊酒 让那清风吹散,不详,非会员,5,12
9120,楠木的楠,女疯子！,女,非会员,5,4
9125,Carm Stewart,棋手/学生/炒股/吃货,女,非会员,5,7
9203,不如搬去船底星,我唯一所知的，是我一无所知。,女,非会员,5,6
9225,山有Spike,"OK,THREE,TWO,ONE. LETS&#39; JAM",不详,非会员,5,5
9243,文Drgaon,高三,男,非会员,5,6
9276,Benben,,不详,非会员,5,0
9322,hgg bba,努力努力努力,男,非会员,5,51
9365,Bachelor,愿你归来时，仍是此间少年。,不详,非会员,5,45
9367,斯盖盖辣,to the very best of times,女,非会员,5,23
9409,伽晓略,在校大学生,男,非会员,5,0
9422,梦回几转泪轻淌,,不详,非会员,5,38
9514,赵雍,,男,非会员,5,0
9565,谁主沉浮,dying to survive,男,非会员,5,11
9605,成阳,电子＆音响,男,非会员,5,0
9610,冬谷枯荣,永不停息的大学生,男,非会员,5,1
9615,尤利西斯,,男,非会员,5,0
9644,iiloveuu,,不详,非会员,5,0
9731,二乙二胺合铜,未来的三轮车司机,不详,非会员,5,14
9782,存心,软件,不详,非会员,5,2
9809,Kanger,在校学生,男,非会员,5,0
9817,NaOH,融入情景就会放热,不详,非会员,5,2
9894,无趣,可能是最不懂交际的射手,男,非会员,5,2
9938,张文和,南方某医学院的药学生,男,非会员,5,6
10021,黄逸,,不详,非会员,5,25
10052,厌厌,,女,非会员,5,3
10122,rick,,不详,非会员,5,19
10141,return,web前端学习中,不详,非会员,5,54
10152,张泽浩,。。。。。。。。。。。。。,男,会员,5,0
10158,土豆仔,农业互联网新人,女,非会员,5,13
10188,Leons,,男,非会员,5,3
10192,布利丹的猫,爱喝酸奶的怪蜀黍。,男,非会员,5,1
10203,Wang Jack,act,男,非会员,5,0
10216,王伟,,男,非会员,5,0
10231,舒舒舒,jayjayjay,女,非会员,5,1
10388,zhaoy,~maybe病态理想主义，胡思乱想，生活一枪让我清醒,男,非会员,5,0
10391,christip,,男,非会员,5,2
10393,caesar,,男,非会员,5,0
10478,Adeline,坚定的唯心主义者,女,非会员,5,5
10482,rong mao,漫设计，,男,非会员,5,3
10501,奋斗,前端开发,不详,非会员,5,3
10547,李博,,男,非会员,5,8
10550,Atomic,"XTU 在读
「爱生活爱文字爱设计不务正业计算机生」",不详,非会员,5,0
10697,等头发干了再说,.,女,非会员,5,6
10706,走中路,电力通信工程师,不详,非会员,5,0
10707,唐航,一汽大众公司职员,不详,非会员,5,2
10784,王玉祥,当今天下，财富论英雄！多大的胸怀，就有多大的财富。得人心者得天下！ 每个人都有自己的境遇，深寂时要耐得住寂寞，成就后要福泽天下！,男,非会员,5,0
10821,吴锡承,想知道,男,非会员,5,7
10967,韩涛,医学生本科在读,不详,会员,5,7
50,Hao liu,大学生,不详,非会员,4,5
60,李世昉,,男,非会员,4,5
100,Wiliman 森,,女,非会员,4,6
138,张鑫,产品是狗，但狗也是产品！,不详,非会员,4,7
141,Serena Du,独善其身，卑以自牧,女,非会员,4,0
147,Arya-dota2,,男,非会员,4,0
156,邵留学,,男,非会员,4,0
168,大魔王X,,不详,非会员,4,4
196,微那,新闻学,女,非会员,4,1
214,通行禁止,我超弱的,男,非会员,4,12
234,高兴,,男,非会员,4,1
319,esuto,时雨终尽，爱言于叶。,男,非会员,4,9
335,小子,,不详,会员,4,15
381,Filix,IT,不详,非会员,4,2
382,小兔儿肥肥,,不详,非会员,4,1
392,Sophiezhouzhou,经常无聊 偶尔有趣,女,非会员,4,0
478,WisdomJ,"阳光ing,自信ing，奋斗ing……",男,非会员,4,1
480,阳光男孩安度因,,不详,会员,4,25
651,Tang Zan,基于深度学习的自然语言处理,男,非会员,4,0
752,王重阳,,男,非会员,4,0
804,爱穿纱裙,你的需求，我来满足,男,非会员,4,2
817,木卫二,,男,非会员,4,15
881,伟大的章鱼,长得像章鱼的年轻人,男,非会员,4,3
901,白帽咖啡乐儿,,男,非会员,4,5
987,小中方,,男,非会员,4,0
996,外星人王欣然,爱与自由三七分,女,非会员,4,0
1007,哈库呐玛塔塔,买东西的郎中,女,非会员,4,4
1008,侯仙僧,无正经领域从业者,男,非会员,4,0
1051,Easy,,男,非会员,4,0
1052,李杰,高中物理教师,不详,非会员,4,1
1057,一键知天下事,公众号：一键知天下事,男,非会员,4,5
1108,我们帅气的风哥,公众号“微声手语”,不详,非会员,4,21
1125,没有,,男,非会员,4,4
1145,陶睿轩,猫奴/游戏爱好者/,男,非会员,4,3
1185,往西,，,不详,非会员,4,0
1191,ICanFly,努力的人运气不会太差！,男,非会员,4,8
1225,风的旱冰鞋,,不详,非会员,4,1
1284,TrisonCorleone,节饮食，慎言语,男,非会员,4,0
1287,智乎,,不详,非会员,4,0
1345,BongY,自由职业,女,非会员,4,0
1371,honker,空虚寂寞冷,男,非会员,4,34
1402,尘埃落定,你说的很有道理我不反对,男,非会员,4,38
1450,知易行难,勇敢的去改变自己。,男,非会员,4,6
1476,Watson,,不详,非会员,4,0
1655,猴子的四维空间,物理学爱好者,男,非会员,4,2
1672,上杉绘梨衣,有点懒,女,非会员,4,4
1698,lanyuliuyun,,男,非会员,4,6
1729,Rivers,有好奇心的人,男,非会员,4,3
1809,平心静气,学生，多修游戏党,不详,非会员,4,28
1826,周伟,教育工作者，美学研究者,男,非会员,4,6
1871,天夜语,在修行的医学生,不详,非会员,4,45
1887,wind,,男,非会员,4,4
1956,安柏,学生/少数民族,不详,非会员,4,0
1976,陈同学,学生,不详,非会员,4,0
2077,尚夏玖,我爱吃呀,不详,非会员,4,12
2079,kehai,,女,非会员,4,0
2085,心吟浅唱,,女,非会员,4,3
2106,小白,在校大学生,不详,非会员,4,0
2135,Kkolg7,吸金,不详,非会员,4,3
2141,我不是阿婶,我喂自己袋盐,男,非会员,4,0
2156,四月,先不要怕，后不要悔,男,非会员,4,8
2169,Jack,,不详,非会员,4,2
2191,青黛白芷,会敲代码的设计师,不详,非会员,4,1
2199,大古,,不详,非会员,4,7
2202,十年一梦,,男,非会员,4,5
2208,周润拓,学生,男,非会员,4,4
2225,印钞机,草民,不详,非会员,4,0
2339,庄艾礼,一个想胖的人,不详,非会员,4,0
2359,细雨灯花落,大学生,男,会员,4,0
2392,美食Wing,广告,不详,会员,4,5
2426,溪山琴况,,女,非会员,4,0
2452,Wendy酱,公众号：Wendy的精读笔记。,女,非会员,4,1
2478,罗fu,一曰皮肤滥淫之蠢物 二曰珍惜青春儿女之真情 三曰经邦济世于孔孟之道,男,非会员,4,5
2528,Supreme,,不详,非会员,4,0
2531,月半分奇,,女,非会员,4,4
2536,范特西L,向死而生,女,非会员,4,1
2541,谁是一枝花,,女,非会员,4,0
2566,Hyperion,,男,非会员,4,8
2578,Chen某某,,男,非会员,4,0
2602,作业没写完,机械工程师,不详,非会员,4,16
2627,维1111,南邮在读,男,非会员,4,10
